Provider.Ukprn,Provider.Urn,Provider.Name,ProviderType.ProviderType,ProviderType.ProviderTypeCode,ProviderType.Store_ProviderType,ProviderType.Store_ProviderTypeCode,ProviderSubType.ProviderSubtype,ProviderSubType.ProviderSubtypeCode,ProviderSubType.Store_ProviderSubtype,ProviderSubType.Store_ProviderSubtypeCode,FurtherEducationType.FurtherEducationType,FurtherEducationType.Code,Authority.Authority,Authority.Code,Provider.DateOpened,Provider.DateClosed,ReasonEstablishmentOpened.ReasonEstablishmentOpened,ReasonEstablishmentOpened.Code,ReasonEstablishmentClosed.ReasonEstablishmentClosed,ReasonEstablishmentClosed.Code,PaymentOrganisation.Name,PaymentOrganisation.Ukprn,PaymentOrganisation.TrustCode,PaymentOrganisation.Urn,PaymentOrganisation.PaymentOrganisationType,PaymentOrganisation.CompanyHouseNumber,PaymentOrganisation.GroupIdNumber,ProviderStatus.ProviderStatus,ProviderStatus.Code,PhaseOfEducation.PhaseOfEducation,PhaseOfEducation.Code,Provider.StatutoryLowAge,Provider.StatutoryHighAge,Provider.EstablishmentNumber,Provider.DfeEstablishmentNumber,Provider.Postcode,Provider.Town,Provider.Street,Provider.Locality,Provider.Address3,TrustStatus.TrustStatus,TrustStatus.Code,Provider.PreviousLaCode,Provider.PreviousLaName,Provider.PreviousEstablishmentNumber,Provider.RscRegionName,Provider.RscRegionCode,Provider.GovernmentOfficeRegionName,Provider.GovernmentOfficeRegionCode,Provider.DistrictName,Provider.DistrictCode,Provider.WardName,Provider.WardCode,Provider.CensusWardName,Provider.CensusWardCode,Provider.MiddleSuperOutputAreaName,Provider.MiddleSuperOutputAreaCode,Provider.LowerSuperOutputAreaName,Provider.LowerSuperOutputAreaCode,Provider.ParliamentaryConstituencyName,Provider.ParliamentaryConstituencyCode,Provider.CountryCode,Provider.CountryName,Provider.OfficialSixthFormCode,Provider.OfficialSixthFormName,Stream,Period
10076017,100041,St Josephs Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,3482,2023482,WC2B 5NA,London,Macklin Street,Covent Garden,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Holborn & Covent Garden,E05013662,,999999,Camden 028,E02000193,Camden 028C,E01000918,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076012,100169,St Joseph's Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,4,11,3481,2033481,SE10 9AN,London,Commerell Street,Greenwich,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,East Greenwich,E05014076,,999999,Greenwich 037,E02006930,Greenwich 037G,E01034185,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10035320,136807,St Luke's Church of England School,Free schools,11,,,Free schools,35,,,Not applicable,00,Camden,202,12/09/2011,,New Provision,06,,99,ST LUKE'S CHURCH OF ENGLAND SCHOOL,10058418,4731,,Single-academy trust,07451568,TR02095,Open,1,Primary,2,4,11,2000,2022000,NW3 7SU,London,Kidderpore Avenue,,,Supported by a single-academy trust,5,999,,,,,London,H,Camden,E09000007,Frognal,E05013657,,999999,Camden 004,E02000169,Camden 004A,E01000878,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076005,100180,St Margaret Clitherow Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,3666,2033666,SE28 8GB,London,Cole Close,Thamesmead,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Thamesmead Moorings,E05014090,,999999,Greenwich 001,E02000313,Greenwich 001D,E01001694,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10069856,100170,St Margaret's Church of England Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,3500,2033500,SE18 7RL,London,St Margaret's Grove,Plumstead,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Woolwich Common,E05014093,,999999,Greenwich 009,E02000321,Greenwich 009B,E01001633,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10079313,100043,St Mary and St Pancras Church of England Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,3521,2023521,NW1 1QP,London,81 Werrington Street,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,St Pancras & Somers Town,E05013669,,999999,Camden 022,E02000187,Camden 022D,E01000955,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10063060,144091,St Mary's Catholic Primary School,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/07/2017,,Academy Converter,10,,99,ST OSCAR ROMERO CATHOLIC ACADEMY TRUST,10088706,17515,,Multi-academy trust,13260387,TR03988,Open,1,Primary,2,3,11,3535,2033535,SE9 1UF,London,Glenure Road,Eltham,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Eltham Town & Avery Hill,E05014079,,999999,Greenwich 027,E02000339,Greenwich 027C,E01001608,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10079314,100042,St Mary's Kilburn Church of England Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,3517,2023517,NW6 4PG,London,Quex Road,Kilburn,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Kilburn,E05013665,,999999,Camden 020,E02000185,Camden 020C,E01000933,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076011,100173,St Patrick's Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,3561,2033561,SE18 7QG,London,"St Patrick's Catholic Primary School,Griffin Road",Plumstead,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Plumstead & Glyndon,E05014087,,999999,Greenwich 007,E02000319,Greenwich 007B,E01001631,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076016,100045,St Patrick's Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,3560,2023560,NW5 3AH,London,Holmes Road,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Kentish Town South,E05013664,,999999,Camden 007,E02000172,Camden 007E,E01000922,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10074738,100046,St Paul's Church of England Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,4,11,3568,2023568,NW3 3DS,London,Elsworthy Road,Primrose Hill,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Primrose Hill,E05013667,,999999,Camden 017,E02000182,Camden 017D,E01000967,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076010,100175,St Peter's Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,5,11,3585,2033585,SE18 7BN,London,Crescent Road,,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Woolwich Common,E05014093,,999999,Greenwich 011,E02000323,Greenwich 011C,E01001697,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076008,100177,St Thomas A Becket Roman Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,3632,2033632,SE2 9LY,London,Mottisfont Road,Abbey Wood,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Abbey Wood,E05014072,,999999,Greenwich 003,E02000315,Greenwich 003E,E01001579,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076009,100176,St Thomas More Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,4,11,3604,2033604,SE9 6NS,London,Appleton Road,Eltham,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Eltham Page,E05014077,,999999,Greenwich 025,E02000337,Greenwich 025D,E01001624,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10017655,100096,Swiss Cottage School - Development & Research Centre,Special schools,5,,,Community special school,07,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Not applicable,0,4,19,7205,2027205,NW8 6HX,London,80 Avenue Road,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Primrose Hill,E05013667,,999999,Camden 017,E02000182,Camden 017C,E01000963,Hampstead and Highgate,E14001265,GB,United Kingdom,1,Has a sixth form,PSG,SY2425
10079319,100000,The Aldgate School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,City of London,201,,,Not applicable,00,Not applicable,00,COMMON COUNCIL OF THE CITY OF LONDON,10008915,,,LA,,,Open,1,Primary,2,3,11,3614,2013614,EC3A 5DE,London,St James's Passage,Duke's Place,,Not applicable,0,999,,,,,London,H,City of London,E09000001,Portsoken,E05009308,,999999,City of London 001,E02000001,City of London 001F,E01032739,Cities of London and Westminster,E14001172,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10077178,100142,Thorntree Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,4,11,2598,2032598,SE7 8AE,London,Thorntree Road,Charlton,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Charlton Village & Riverside,E05014075,,999999,Greenwich 012,E02000324,Greenwich 012B,E01001589,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10057776,143209,Timbercroft Primary School,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/09/2016,,Academy Converter,10,,99,MARITIME ACADEMY TRUST,10058002,16311,,Multi-academy trust,10264735,TR03442,Open,1,Primary,2,3,11,2919,2032919,SE18 2SG,London,Timbercroft Lane,Plumstead,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Plumstead Common,E05014088,,999999,Greenwich 017,E02000329,Greenwich 017D,E01001685,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10077181,100023,Torriano Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,2603,2022603,NW5 2SJ,London,Torriano Avenue,Kentish Town,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Kentish Town South,E05013664,,999999,Camden 009,E02000174,Camden 009E,E01000926,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10069431,133401,Waterside School,Special schools,5,,,Community special school,07,,,Not applicable,00,Greenwich,203,01/09/2001,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Not applicable,0,5,11,7200,2037200,SE18 7NB,London,Robert Street,,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Plumstead & Glyndon,E05014087,,999999,Greenwich 009,E02000321,Greenwich 009C,E01001634,Erith and Thamesmead,E14001229,GB,United Kingdom,0,Not applicable,PSG,SY2425
10077183,100009,West Hampstead Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,2036,2022036,NW6 1QL,London,Dornfell Street,West Hampstead,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Fortune Green,E05013656,,999999,Camden 005,E02000170,Camden 005C,E01000873,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10061511,143595,Willow Dene School,Academies,10,,,Academy special converter,44,,,Not applicable,00,Greenwich,203,01/07/2017,,Academy Converter,10,,99,THE COMPASS PARTNERSHIP OF SCHOOLS,10064633,16726,,Multi-academy trust,10360957,TR03593,Open,1,Not applicable,0,2,19,7201,2037201,SE18 2JD,Plumstead,Swingate Lane,,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Plumstead Common,E05014088,,999999,Greenwich 017,E02000329,Greenwich 017A,E01001678,Erith and Thamesmead,E14001229,GB,United Kingdom,1,Has a sixth form,PSG,SY2425
10096416,151311,Windrush Charlton Primary School,Academies,10,,,Academy converter,34,,,,99,Greenwich,203,01/09/2024,,Split school,08,,99,ENDEAVOUR PARTNERSHIP TRUST,10064156,16327,,Multi-academy trust,10245189,TR03534,Open,1,Primary,2,4,11,2002,2032002,SE7 8FE,London,775 Woolwich Road,,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Charlton Village & Riverside,E05014075,,999999,Greenwich 042,E02006994,Greenwich 042C,E01034198,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10057444,143079,Windrush Thamesmead Primary School,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/09/2016,,Academy Converter,10,,99,ENDEAVOUR PARTNERSHIP TRUST,10064156,16327,,Multi-academy trust,10245189,TR03534,Open,1,Primary,2,3,11,2890,2032890,SE28 8AR,London,2 Bentham Road,Thamesmead,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Thamesmead Moorings,E05014090,,999999,Greenwich 001,E02000313,Greenwich 001C,E01001693,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10088231,148615,Wingfield Primary School,Academies,10,,,Academy converter,34,,,,99,Greenwich,203,01/04/2021,,Academy Converter,10,,99,THE COMPASS PARTNERSHIP OF SCHOOLS,10064633,16726,,Multi-academy trust,10360957,TR03593,Open,1,Primary,2,3,11,2851,2032851,SE3 9GJ,London,Ensign Street,,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Kidbrooke Village & Sutcliffe,E05014084,,999999,Greenwich 034,E02006927,Greenwich 034F,E01034174,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10062309,143594,Woodhill Primary School,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/06/2017,,Academy Converter,10,,99,INSPIRE PARTNERSHIP ACADEMY TRUST,10064647,16696,,Multi-academy trust,10421212,TR03522,Open,1,Primary,2,3,11,2656,2032656,SE18 5JE,London,Woodhill,,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Woolwich Dockyard,E05014094,,999999,Greenwich 005,E02000317,Greenwich 005F,E01034173,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078044,100146,Wyborne Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2662,2032662,SE9 2EH,London,Footscray Road,New Eltham,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Eltham Town & Avery Hill,E05014079,,999999,Greenwich 030,E02000342,Greenwich 030D,E01001619,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
